Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW
1722018627.7409322,-0.0,-0.0,0.0,0.001113039324991405,0.11270441859960556,-0.00046903526526875794,0.9936278462409973
1722018627.7459223,-0.0,-0.0,0.0,0.0006782677373848855,0.11318150162696838,-0.0004700845165643841,0.9935740232467651
1722018627.7509124,-3.7592985790979583e-06,-1.5020540331533994e-06,7.166883005993441e-05,0.0008720728219486773,0.11304494738578796,-0.000204535637749359,0.9935895204544067
1722018627.755902,-5.17607577421586e-06,-2.113050413754536e-06,0.00010080320498673245,0.0008741714409552515,0.1130443662405014,-0.0002123300509992987,0.9935895800590515
1722018627.7608922,-5.826609594805632e-06,-2.8407446279743453e-06,0.00013552464952226728,0.000873620854690671,0.11303336918354034,-0.00021533681137952954,0.9935908317565918
1722018627.765882,-7.345222002186347e-06,-3.680843747133622e-06,0.00017639879661146551,0.0008687461959198117,0.11305449157953262,-0.0002221981849288568,0.9935884475708008
1722018627.770872,-8.238928785431199e-06,-4.636207449948415e-06,0.00022365833865478635,0.0008724089711904526,0.11303447932004929,-0.00022812144015915692,0.9935907125473022
1722018627.7758622,-9.449860044696834e-06,-5.706207957700826e-06,0.0002784905955195427,0.0008686112123541534,0.1130392774939537,-0.00022329726198222488,0.9935901761054993
1722018627.7808523,-1.0938082596112508e-05,-6.877293344587088e-06,0.0003372774226590991,0.0008766450919210911,0.11303165555000305,-0.00021388709137681872,0.9935909509658813
1722018627.7858422,-1.1217706742172595e-05,-8.145892024913337e-06,0.0004005933296866715,0.0008766846731305122,0.11303463578224182,-0.00022790301591157913,0.9935906529426575
1722018627.790832,0.00034879849408753216,-0.00017357859178446233,-0.00031656434293836355,0.0006631253636442125,0.11310434341430664,-0.0002668320666998625,0.9935829043388367
1722018627.795822,0.0003695734776556492,-0.00018664065282791853,-0.0002983951708301902,0.0006579452310688794,0.11311376839876175,-0.000283228320768103,0.9935818314552307
1722018627.8008122,0.00038920293445698917,-0.00019973864255007356,-0.0002712060231715441,0.0006665118271484971,0.11311396956443787,-0.0002798159548547119,0.9935818314552307
1722018627.8058023,0.00040999826160259545,-0.00021284059039317071,-0.0002352198789594695,0.0006504859193228185,0.11310219019651413,-0.00029099194216541946,0.9935831427574158
1722018627.8107913,0.0004302665183786303,-0.00022331385116558522,-0.0002107458421960473,0.0006632108124904335,0.11310450732707977,-0.0002976249379571527,0.9935829043388367
1722018627.8157823,0.0004510674625635147,-0.0002346175751881674,-0.00017255985585507005,0.0006582342321053147,0.11309546232223511,-0.00030032426002435386,0.9935839176177979
1722018627.820771,0.0004709881031885743,-0.00024539537844248116,-0.000132439992739819,0.0006702073733322322,0.11309836804866791,-0.00029399595223367214,0.9935835003852844
1722018627.8257623,0.00031276862137019634,-7.75867301854305e-05,-0.0001321833988185972,-0.0013552820309996605,0.11133462935686111,-0.0005083781434223056,0.9937819838523865
1722018627.8307512,0.00031571456929668784,-6.799219409003854e-05,-8.039293606998399e-05,-0.0013609116431325674,0.11133072525262833,-0.0005229361122474074,0.9937824010848999
1722018627.8357413,0.00031632164609618485,-5.741063432651572e-05,-2.311179014213849e-05,-0.0013603707775473595,0.1113283783197403,-0.0005179503932595253,0.993782639503479
1722018627.8407311,0.0003128520038444549,-4.414994327817112e-05,3.8320802559610456e-05,-0.0013581211678683758,0.11131420731544495,-0.0005242244224064052,0.9937841892242432
1722018627.8457212,0.0003096461296081543,-3.0137402063701302e-05,0.00010520137584535405,-0.0013543867971748114,0.11131229996681213,-0.0005288516404107213,0.9937844276428223
1722018627.850711,0.0003052500542253256,-1.4638751054008026e-05,0.0001776244316715747,-0.0013509464915841818,0.11131226271390915,-0.0005352171720005572,0.9937844276428223
1722018627.8557012,0.00022135629842523485,-4.456378519535065e-05,-5.7424673286732286e-05,-0.0012667393311858177,0.11036588251590729,-0.0005472117336466908,0.993890106678009
1722018627.860691,0.00020846772531513125,-2.7812415282824077e-05,8.667384463478811e-07,-0.0012572203995659947,0.110360287129879,-0.0005571622168645263,0.9938907027244568
1722018627.8656812,0.00019277498358860612,-9.612866961106192e-06,6.347875023493543e-05,-0.0012609626865014434,0.11037678271532059,-0.0005479317624121904,0.9938889145851135
1722018627.870671,0.00017080095130950212,1.0005228432419244e-05,0.0001254616363439709,-0.001250610570423305,0.11036518961191177,-0.0005516188102774322,0.9938902258872986
1722018627.8756614,0.00014979533443693072,3.10796604026109e-05,0.00019534873717930168,-0.0012577511370182037,0.1103668138384819,-0.0005498415557667613,0.9938900470733643
1722018627.8806515,0.00012700303341262043,5.363145101000555e-05,0.00026939960662275553,-0.0012639788910746574,0.11037515848875046,-0.0005557299591600895,0.9938890337944031
1722018627.885641,0.0001076089174603112,7.765441841911525e-05,0.00034638590295799077,-0.0012587795499712229,0.11036461591720581,-0.0005561226280406117,0.9938902258872986
1722018627.8906312,0.00020134200167376548,-5.27817101101391e-05,4.8076642997330055e-05,-0.0004251323116477579,0.11103562265634537,-0.00045553158270195127,0.9938162565231323
1722018627.895621,0.00018734407785814255,-3.852538429782726e-05,0.00011215789709240198,-0.00043150928104296327,0.11103436350822449,-0.0004503643431235105,0.9938164353370667
1722018627.9006112,0.0001729611976770684,-2.3320484615396708e-05,0.00018132120021618903,-0.000426045386120677,0.11105094105005264,-0.0004513548919931054,0.9938145875930786
1722018627.9056013,0.00015856025856919587,-1.0493927220522892e-05,0.00026271230308339,-0.0004303202440496534,0.11104950308799744,-0.0004512606537900865,0.9938147664070129
1722018627.9105914,0.00014180212747305632,4.8706133384257555e-06,0.000344337458955124,-0.00043297026422806084,0.11104458570480347,-0.00045911423512734473,0.9938153028488159
1722018627.91558,0.00012446448090486228,2.0758790924446657e-05,0.00043051072861999273,-0.0004378149169497192,0.11104156076908112,-0.0004633114149328321,0.993815541267395
1722018627.920571,0.00010516983456909657,3.724142879946157e-05,0.0005165641778148711,-0.0004352406831458211,0.11104903370141983,-0.0004623809363692999,0.9938147664070129
1722018627.925561,0.00017663437756709754,-8.025555871427059e-05,4.011057535535656e-05,8.947395690483972e-05,0.11145593225955963,-0.00039278820622712374,0.9937693476676941
1722018627.9305513,0.0001629657344892621,-7.284009916475043e-05,0.00010172634210903198,9.538294398225844e-05,0.11145750433206558,-0.0004097559140063822,0.9937691688537598
1722018627.9355402,0.00016357425192836672,-6.505804776679724e-05,0.00017094019858632237,9.548573871143162e-05,0.11146871745586395,-0.00040017892024479806,0.9937678575515747
1722018627.9405303,0.00015076693671289831,-5.702479029423557e-05,0.00024396547814831138,9.880946163320914e-05,0.11147116124629974,-0.0004211963969282806,0.9937675595283508
1722018627.94552,0.00013620330719277263,-4.871979763265699e-05,0.00032223857124336064,9.274539479520172e-05,0.11146751791238785,-0.00040762900607660413,0.9937679767608643
1722018627.95051,0.00011144169548060745,-4.015328886453062e-05,0.00040226761484518647,9.487063653068617e-05,0.1114824041724205,-0.0004194321809336543,0.9937663078308105
1722018627.9555001,0.00026525752036832273,-0.00011592693772399798,1.3870509064872749e-05,0.0003627901605796069,0.1118202805519104,-0.0004085655091330409,0.9937283396720886
1722018627.9604902,0.0002689382527023554,-0.00011249564704485238,7.116085907910019e-05,0.00035812827991321683,0.1118234395980835,-0.00041603719000704587,0.99372798204422
1722018627.9654803,0.000272524484898895,-0.00010885066876653582,0.00012649041309487075,0.0003659292997326702,0.11181677132844925,-0.0004050816933158785,0.9937286972999573
1722018627.9704702,0.00027602887712419033,-0.00010509369894862175,0.00019065229571424425,0.00036931049544364214,0.11181121319532394,-0.0004048479604534805,0.9937293529510498
1722018627.9754603,0.00027949069044552743,-0.00010117872443515807,0.0002589518844615668,0.000376956450054422,0.11180228739976883,-0.00040269034798257053,0.993730366230011
1722018627.9804502,0.0002751190622802824,-9.716035128803924e-05,0.0003355872177053243,0.0003826094907708466,0.11180881410837173,-0.00041100807720795274,0.9937296509742737
1722018627.9854403,0.00027376870275475085,-9.297245560446754e-05,0.0004152481851633638,0.00038591856718994677,0.11179551482200623,-0.00040700420504435897,0.9937310814857483
1722018627.99043,0.0001915374887175858,-0.0001371328835375607,4.0717342926654965e-05,0.0004932928131893277,0.11193882673978806,-0.0003551816043909639,0.9937149286270142
1722018627.9954202,0.00017783627845346928,-0.00013796637358609587,9.751941979629919e-05,0.0004953582538291812,0.11192863434553146,-0.00036452111089602113,0.9937161207199097
1722018628.00041,0.00016785248590167612,-0.0001378724118694663,0.00015681509103160352,0.000500428315717727,0.1119280457496643,-0.00035690644290298223,0.9937161803245544
1722018628.0054002,0.0001580645184731111,-0.000138145886012353,0.00021711841691285372,0.0004906748654320836,0.11191932111978531,-0.0003597840550355613,0.9937171936035156
1722018628.0103903,0.00014822759840171784,-0.0001387851662002504,0.0002797914494294673,0.0005016151117160916,0.11191878467798233,-0.0003448428469710052,0.9937172532081604
1722018628.0153801,0.00013182155089452863,-0.0001349305093754083,0.00036117705167271197,0.0004982813843525946,0.1119084432721138,-0.00034563697408884764,0.9937183856964111
1722018628.02037,0.00011505705333547667,-0.0001330130617134273,0.00044041796354576945,0.0004986654967069626,0.11192633956670761,-0.0003505191416479647,0.9937163591384888
1722018628.0253592,0.0002045759465545416,-0.00011259174789302051,-4.986554995412007e-05,0.0004455744638107717,0.11223284155130386,-0.00033950916258618236,0.993681788444519
1722018628.0303493,0.00019361922750249505,-0.00010938096966128796,-8.52394168759929e-06,0.0004574326449073851,0.11221766471862793,-0.00034145632525905967,0.9936835169792175
