Timestamp,Replanning Count,Replanning Time,Cumulative Replanning Time,Path Deviation,Success Rate
1722064384.7489367,1,0.4922363758087158,0.4922363758087158,8.092631813270673,100.0
1722064385.2612855,2,0.5123488903045654,1.0045852661132812,7.680541147939961,100.0
1722064385.7484992,3,0.4872136116027832,1.4917988777160645,11.337809859847878,100.0
1722064386.2503521,4,0.5018529891967773,1.9936518669128418,5.468771728038805,100.0
1722064386.753146,5,0.5027937889099121,2.496445655822754,3.303831067293574,100.0
1722064387.2508426,6,0.4976966381072998,2.9941422939300537,9.518935274464038,100.0
1722064387.7582986,7,0.5074560642242432,3.501598358154297,7.714324728482455,100.0
1722064388.2532265,8,0.49492788314819336,3.9965262413024902,7.502778901579329,100.0
1722064388.7766118,9,0.5233852863311768,4.519911527633667,10.680722948582286,100.0
1722064389.2657473,10,0.4891355037689209,5.009047031402588,18.4145822947522,100.0
1722064389.768397,11,0.5026497840881348,5.511696815490723,7.972498126967464,100.0
1722064390.2660968,12,0.4976997375488281,6.009396553039551,3.7952621364858583,100.0
1722064390.7676644,13,0.5015676021575928,6.5109641551971436,5.543588711515949,100.0
1722064391.27042,14,0.5027556419372559,7.013719797134399,8.10129074064622,100.0
1722064391.7844603,15,0.5140402317047119,7.527760028839111,11.008992154333622,100.0
1722064392.2678435,16,0.4833831787109375,8.011143207550049,14.616117940104704,100.0
1722064392.7690961,17,0.5012526512145996,8.512395858764648,10.440146903515911,100.0
1722064393.2764459,18,0.5073497295379639,9.019745588302612,6.934005015636984,100.0
1722064393.768445,19,0.49199914932250977,9.511744737625122,6.653267379153515,100.0
1722064394.2775898,20,0.5091447830200195,10.020889520645142,7.399910309891555,100.0
1722064394.5439653,21,0.2663755416870117,10.287265062332153,9.448494728120382,100.0
1722064395.0520205,22,0.5080552101135254,10.795320272445679,17.20201934154227,100.0
1722064395.552285,23,0.5002644062042236,11.295584678649902,12.507160844452129,100.0
1722064396.0527978,24,0.5005128383636475,11.79609751701355,4.576964781303474,100.0
1722064396.5523736,25,0.4995758533477783,12.295673370361328,7.472591717179342,100.0
1722064397.0560663,26,0.503692626953125,12.799365997314453,4.141860830657454,100.0
1722064397.5557175,27,0.4996511936187744,13.299017190933228,13.64588783409377,100.0
1722064398.0565822,28,0.5008647441864014,13.799881935119629,11.639365545379539,100.0
1722064398.5586627,29,0.5020804405212402,14.30196237564087,13.979353728729595,100.0
1722064399.0663135,30,0.5076508522033691,14.809613227844238,15.64408077482469,100.0
1722064399.5595524,31,0.4932389259338379,15.302852153778076,7.9288058317744845,100.0
1722064400.059659,32,0.5001065731048584,15.802958726882935,8.651176731357083,100.0
1722064400.560389,33,0.500730037689209,16.303688764572144,12.305937850253704,100.0
1722064401.0596347,34,0.49924564361572266,16.802934408187866,10.529797956255596,100.0
1722064401.5605283,35,0.5008935928344727,17.30382800102234,14.878692515028135,100.0
1722064402.0654182,36,0.504889965057373,17.808717966079712,13.69070654542546,100.0
1722064402.559971,37,0.4945528507232666,18.30327081680298,7.16256065752054,100.0
1722064403.0609612,38,0.5009901523590088,18.804260969161987,5.815247335881008,100.0
1722064403.5640702,39,0.5031089782714844,19.30736994743347,8.329674526310246,100.0
1722064404.0703747,40,0.5063045024871826,19.813674449920654,6.135744601080858,100.0
1722064404.5760908,41,0.50571608543396,20.319390535354614,7.528858623688247,100.0
1722064405.0702994,42,0.49420857429504395,20.813599109649658,5.620027314778046,100.0
1722064405.5718,43,0.5015006065368652,21.315099716186523,8.963092628679881,100.0
1722064406.0723577,44,0.5005576610565186,21.815657377243042,11.487713083693528,100.0
1722064406.5722964,45,0.4999387264251709,22.315596103668213,15.557693832000322,100.0
1722064407.070675,46,0.4983785152435303,22.813974618911743,11.888955157433319,100.0
1722064407.5719612,47,0.5012862682342529,23.315260887145996,5.234569638683696,100.0
1722064408.0752637,48,0.5033025741577148,23.81856346130371,10.934188288451962,100.0
1722064408.5715005,49,0.49623680114746094,24.314800262451172,3.8135393134056024,100.0
1722064409.073539,50,0.5020384788513184,24.81683874130249,10.922466752341176,100.0
1722064409.5742142,51,0.5006752014160156,25.317513942718506,10.82567581217626,100.0
1722064410.0767765,52,0.5025622844696045,25.82007622718811,6.532168477096965,100.0
1722064410.5785089,53,0.501732349395752,26.321808576583862,5.56283628278902,100.0
1722064411.0794683,54,0.5009593963623047,26.822767972946167,1.9943560944774303,100.0
1722064411.5747283,55,0.49526000022888184,27.31802797317505,1.6550462537372757,100.0
1722064412.0806534,56,0.505925178527832,27.82395315170288,2.427296227350741,100.0
1722064412.5761266,57,0.49547314643859863,28.31942629814148,4.446632025823216,100.0
1722064413.0759442,58,0.4998176097869873,28.819243907928467,4.770892769979385,100.0
1722064413.576195,59,0.5002508163452148,29.31949472427368,2.834092079823388,100.0
1722064414.0767674,60,0.5005724430084229,29.820067167282104,2.2967419783785843,100.0
1722064414.5786657,61,0.5018982887268066,30.32196545600891,2.7861092825856186,100.0
1722064415.0848322,62,0.5061664581298828,30.828131914138794,3.709786770538255,100.0
1722064415.5809648,63,0.49613261222839355,31.324264526367188,4.278971397906664,100.0
1722064416.0819607,64,0.5009958744049072,31.825260400772095,4.714432070741375,100.0
1722064416.5838106,65,0.501849889755249,32.327110290527344,6.447347951814734,100.0
1722064417.0853195,66,0.5015089511871338,32.82861924171448,1.088391462999915,100.0
1722064417.5827496,67,0.49743008613586426,33.32604932785034,1.4158952285035227,100.0
1722064418.0843806,68,0.5016310214996338,33.827680349349976,1.227744942559715,100.0
